id,d_id,viewtype,network,category,data_type,consumable_data,charges,data_name,incentive,validity,time_window,recursive,prorated,deposite,subscription,unsubscription,status_string,offer_status,offer_detail,isms_maincategory_id,description,ussd_string,packagesids,citiesids,status,faqs,baserate,prioritytable,workcode,updatenotes,mainheader,notifydomain,dostatus
1601,82,CallCenter,Jazz,Postpaid,10,4GB,Rs.545.75 [Excl Tax],Monthly Streamer,4GB,30 Days,24 hrs,Yes,Yes,-,CRM / JW / *446#,CRM / JW / *446#,-,*2222#,"This Bolt-On is not  available on Jazz Red Packages •    Products can be subscribed via CRM/JW/existing *446# menu •    Products are pro-ratable, available on monthly recurring basis •    Free Data Incentive are prorated and synchronized with the bill day •    Customers can subscribe to only one Data bundle at one point in time •    Free Data Incentive will not apply during International Roaming •    Products are available for postpaid consumer subscribers only (not corporate) •    All other product mechanics stay the same",2718,-,-,0,nan,A,"•    Subject changes are applicable on new subscriptions only for now •    All other mechanics of the bundles remain the same *Social GBs usable for Facebook, WhatsApp, and Twitter only. Customer can avail this bundle from our self-service channels i.e.,WhatsApp 03003008000, *446# Dial Code.",As per package plan,nan,"Proposed Work Code Description Monthly Streamer - Data - Monthly - Activation In case customer request to activate Monthly Streamer Monthly Streamer - Data - Monthly - Deactivation In case customer request to deactivate Monthly Streamer Monthly Streamer - Data - Monthly - Information In case customer inquire product information (price,validity,incentive,etc) for Monthly Streamer Monthly Streamer - Data - Monthly - Complaints - Incentive Issue In case customer complaint for issues related to incentive (early expiry,less incentive posted, incentive utilization, etc) for Monthly Streamer Monthly Streamer - Data - Monthly - Complaints - Wrong/Over Charging In case customer complaint for issues related to line rent wrongly charged for Monthly Streamer Monthly Streamer - Data - Monthly - Complaints - General In case customer complaint any other issue other than specified above for Monthly Streamer",This Bolt-On is not  available on Jazz Red Packages,B2C,"CC - GSM JAZZ,CC - QA,CE VMT,FRA - ALL,Business centers,EC - Managers,MKT - Segments,BO - Outsource,BO - In House,Jazz Q&T,CC: Credit & Collection,Social Media,Comm Unit,CX–PTA CORRESPONDENCE TEAM,FSE groups",Active
1609,83,CallCenter,Jazz,Postpaid,10,"6GB Data (1GB for WhatsApp, Facebook and twitter)",Rs.509.37 [Excl Tax],Monthly Data Prime  (Ramzan Offer),"6GB Data (1GB for WhatsApp, Facebook and twitter)",30 Days,24 hrs,Yes,Yes,-,CRM,CRM,-,*2222#,nan,nan,"Monthly Data Prime  (Ramzan Offer): 6GB Data (1GB for WhatsApp, Facebook and twitter)",-,0,nan,A,·Prices are exclusive of taxes ·Product can only be subscribed through CRM for targeted customers ·Product will be available for targeted Postpaid subscribers effective 14th April’ 21 ·As currently in practice for Data Bolt ONs o   Jazz subscribers: New subscriptions will be charged on ‘daily pro-rated basis’ according to their bill cycle o   Warid subscribers: New subscriptions will be charged on ‘advance pro-rated basis’ according to their bill cycle ·Multiple subscriptions for Data Bolt ONs are not allowed ·Bolt ONs will be re-subscribed on bill day ·Product is subject to change at any time,As per package plan,nan,"Proposed Work Code Description Postpaid Offers/Bundles (Others) - Base - Default - Activation In case customer wants to activate product for any other from existing work code list or expired offer/package Postpaid Offers/Bundles (Others) - Base - Default - Information In case customer inquire product information (price,validity,incentive,procedure,etc) for any other from existing work code list or expired offer/package Postpaid Offers/Bundles (Others) - Base - Default - Complaints - Incentive Issue In case customer complaint for issues related to incentive (early expiry,early data blocking,less incentive posted, incentive utilization, etc) for any other from existing work code list or expired offer/package Postpaid Offers/Bundles (Others) - Base - Default - Complaints - Wrong/Over Charging In case customer complaint for issues related to charging (double deduction, wrong bundle price charged,etc) for any other from existing work code list or expired offer/package Postpaid Offers/Bundles (Others) - Base - Default - Complaints - General In case customer complaint for error on activating offer or any other issue other than incentive,wrong/over charging for any other from existing work code list or expired offer/package",Revision in price,B2C,"CC - GSM JAZZ,CC - QA,CE Team,CE VMT,FRA - ALL,Business centers,EC - Managers,MKT - Segments,BO - Outsource,BO - In House,Jazz Q&T,CC: Credit & Collection,Social Media,Comm Unit,CX–PTA CORRESPONDENCE TEAM,FSE groups",Active
1629,89,CallCenter,Jazz,Prepaid,10,200MB (facebook only),Rs 6 (inc tax),Daily facebook offer,200MB (facebook only),24 hours,-,No,-,-,*114*6#,*114*6*4#,*114*6*2#,-,Overage of Rs. 2.25/MB applies. Internet offers can be subscribed and consumed in 2G/3G/4G networks areas. Bundles will not auto-subscribe and need to be subscribed again upon expiry. Actual internet speed will depend on multiple factors like SIM device  web pages accessed time of day  number of simultaneous users  distance from 2G/3G/4G site etc. If you are not subscribed to any bundle base rate will be charged @Rs. 5/ MB,5196,-,-,0,nan,A,nan,Rs.5/MB,nan,Description Category Area Daily Social - Data - Daily - Activation Prepaid Offers/Bundles Activation Daily Social - Data - Daily - Information Prepaid Offers/Bundles Information Daily Social - Data - Daily - Complaints - Incentive Issue Prepaid Offers/Bundles Complaints - Incentive Issue Daily Social - Data - Daily - Complaints - Wrong/Over Charging Prepaid Offers/Bundles Complaints - Wrong/Over Charging Daily Social - Data - Daily - Complaints - General Prepaid Offers/Bundles Complaints - General,Price revision,B2C,"CC - GSM JAZZ,CC - RTG,CC - CFL,CC - QA,DFS - Helpline,CE Team,CE VMT,FRA - ALL,Business centers,EC - Managers,MKT - Segments,BO - Outsource,BO - In House,Jazz Q&T,CC: Credit & Collection,Social Media,Comm Unit,FSE groups",Active
1634,172,CallCenter,Jazz,Prepaid,10,"8GB, 120 Offnet Min, 1000 On-net Min, 1000 SMS",PKR 374,Weekly Mega(*159#) [Routed towards Weekly Super],"8GB, 120 Offnet Min, 1000 On-net Min, 1000 SMS",7days,24 HRS,no,na,na,*159#,*159*4#,*159*2#,active,"Terms and Conditions Internet offer can be subscribed and consumed in 2G/3G/4G networks areas To check remaining MB’s and validity, dial bundle status code for Rs.0.06 Bundles will not auto-subscribe and need to be subscribed again upon expiry Actual internet speed will depend on multiple factors like sim, device, web pages accessed, time of day, number of simultaneous users, distance from 2G/3G/4G site etc If you are not subscribed to any bundle base rate will be charged i.e. Rs.5/MB. Charging pulse will be 512 KB Customer can avail this bundle from our self-service channels i.e., *444# Dial Code.",4607,Weekly Mega,*159#,0,nan,A,nan,Rs.5/MB,nan,Weekly Mega Internet - Data - Weekly - Activation Weekly Mega Internet - Data - Weekly - Information Weekly Mega Internet - Data - Weekly - Complaints - Incentive Issue,nan,B2C,"CC - GSM JAZZ,CC - RTG,CC - CFL,CC - QA,DFS - Helpline,CC - GSM JAZZ,CC - GSM JAZZ,CC - GSM JAZZ",Active
1641,91,CallCenter,Jazz,Prepaid,3,"6GB of (Facebook,WhatsApp)","Rs. 182.6, Recharge Required Rs. 210",Monthly Social-Data SIM,"6GB of (Facebook,WhatsApp)",30 Days,24 HRS,no,na,na,*117*45#,*117*45*4#,*117*45*2#,active,"Important Points • Customer can subscribe these bundles from USSD string and through retailer • It will be a Once Off offer, customer has to re-subscribe to avail this offer again • Multiple Subscriptions will be allowed, and MB quota will add-up and be valid as per latest subscription • These bundles can be subscribed with New Sales Offer • In addition to above bundles, customers can also subscribe to other MBB/Data SIM bundles as well. For details: https://shop.jazz.com.pk/4gdevices/ • Subscriber will get maximum speed based on ""Best efforts"" in 2G+3G+4G network • No PYG or Overage rate will be applicable after bundle consumption. Usage will stop on as soon as quota finishes, unless some other bundle is subscribed • Time Based - LNO incentive will have higher priority, i.e. night GBs will be consumed first before any 24hr MBs and can be utilized during 1am-9am • These Tariff Plans are implemented for AJK & Rest of Pakistan • This offer is only for Data SIM customers (SC18), and not available to MBB or other prepaid customers Customer can avail this bundle from our self-service channels i.e.,WhatsApp 03003008000, 3111 Self-Service IVR.",nan,Monthly Social Bundle for Data SIM  only,*117*45#,0,nan,A,nan,nan,nan,Description Monthly Social Data SIM - Data - Monthly - Activation Monthly Social Data SIM - Data - Monthly - Information Monthly Social Data SIM - Data - Monthly - Complaints - Incentive Issue Monthly Social Data SIM - Data - Monthly - Complaints - Wrong/Over Charging Monthly Social Data SIM - Data - Monthly - Complaints - General,WCa are updated,B2C,"CC - GSM JAZZ,CC - RTG,CC - CFL,CC - QA,DFS - Helpline",Active
1645,164,CallCenter,Jazz,Postpaid,10,See Offer Details Column,See Offer Details Column,Roaming Bundles - *7626#,See Offer Details Column,See Offer Details Column,24 hrs,No,No,As per IR requirement,*7626# / CRM / WhatsApp,-,Prepaid : *7626#  Postpaid :  *7626# / *2222#,*7626#,"Customer can avail this from our self-service channels i.e.,WhatsApp 03003008000 Dear All, Effective from 17th Feb, 2023 As per directions from PTA IR services towards Afghanistan is completely barred, both incoming and outgoing are restricted. Do no commit anything to customer, and guide as per below statement. Standard Statement: “We don’t offer roaming services for Afghanistan (inbound & outbound) as it is restricted by government authorities” Dear All, With a promise to make Roaming simple & affordable for all, we proudly announce the launch of our elegant Data Roaming bundles for Every Single Jazz Customer, including but not limited to: Prepaid Postpaid Consumer (B2C) Postpaid Corporate (B2B) Employees & fnf As a cherry on top, on these bundles, WhatsApp audio/video calls will work everywhere, including the Middle East. Yes, Middle East too! Just dial * roam# (*7626#) today or call BHL Roaming Menu (*7626#) : [For Prepaid] World Roaming Bundles (Data Roaming in 45+ Countries) 200MB @ Rs.956 for 1day 500MB @ Rs.2151 for 7days 1GB @ Rs.3585 for 7days 3GB @ Rs.7767.5 for 30days 5GB @ Rs.10157.5 for 90days Saudi Roaming Bundles (Data Roaming in KSA) 2048MB @ Rs.2390 for 30days(For Saudi Only) 6144MB @ Rs.5975 for 45days(For Saudi Only) 6GB & 30 Minutes @ Rs 7768 for 45 Days (For Saudi Only) UAE Roaming Bundles (Data Roaming in UAE) 1GB @PKR 1194 for 7 Days 2GB @PKR 2150 for 15 days 5GB @PKR 5376 for 30 days IR Activation / Deactivation IR Information IR Tips Roaming Menu (*7626#) : [For Postpaid] World Bundle (Data Roaming in 90+ Countries) 200MB @ Rs.800+tax for 1day 500MB @ Rs.1800+tax for 7days 1GB @ Rs.3000+tax for 7days 3GB @ Rs.6500+tax for 30days 5GB @ Rs.8500+tax for 90days Saudi Bundles (Data Roaming in KSA) 2GB @ 2000+ Tax for 30 days 6GB @ 5000+ Tax for 45 days UAE Bundles (Data Roaming in UAE) 1GB @ 999+ Tax for 7 Days 2GB @ 1799+ Tax for 15 Days 5GB @ 4499+ Tax for 30 Days Allow IR Data on Base Rate","48,428,613",Roaming Bundles for Every Jazz Customer,*7626#,0,nan,A,"Important Points For World Bundles Subscription, IR is pre-requisite (IR with data needs to be active before subscribing any World Bundle via CSRtb) World Bundle subscription is available from both channels (CSRtb & USSD) Multiple Subscriptions are allowed Data Roaming Bundles work on Official numbers as well (Jazz Employees , family & fnf etc.). Just dial *roam# OR (*7626#) , call dedicated IR helpline 03002000100 or email official.phone@jazz.com.pk Website link for bundles is : https://jazz.com.pk/new-data-roaming-bundles Postpaid B2C customers can activate their Roaming and bundles without physically going to business centres or franchise. Their Credit limit should be enhanced over a call or email by cc team via bill-to-deposit activity. Contact 03002000100 or customercare@jazz.com.pk Roaming bundles can be activated from abroad however it is always recommended to activate them before leaving Pakistan. Just dial *7626# or call 03002000100. For any query, please feel free to email us at roaming@jazz.com.pk Roaming bundles can be used for any service/application",See Offer Details Column,nan,World Roaming Bundles - Data - Activation World Roaming Bundles - Data - Information World Roaming Bundles - Data - Complaints - Incentive Issue World Roaming Bundles - Data - Complaints - Wrong/Over Charging World Roaming Bundles - Data - Complaints - General,menu revamp,B2C,"CC - GSM JAZZ,CC - CFL,CC - QA,CE Team,CE VMT,ASM BSM,FRA - ALL,Business centers,EC - Managers,MKT - Segments,BO - Outsource,BO - In House,Jazz Q&T,CC: Credit & Collection,Social Media,Comm Unit,CX–PTA CORRESPONDENCE TEAM,FSE groups",Active
1649,196,CallCenter,Jazz,Prepaid,10,see details,-,Roaming Bundles – *7626#,-,-,-,-,-,-,*7626# / CRM / WhatsApp,-,*7626#  &  *2222#,Live,"Dear All, With a promise to make Roaming simple & affordable for all, we proudly announce the launch of our elegant Data Roaming bundles for Every Single Jazz Customer, including but not limited to: Prepaid Postpaid Consumer (B2C) Postpaid Corporate (B2B) Employees & fnf As a cherry on top, on these bundles, WhatsApp audio/video calls will work everywhere, including the Middle East. Yes, Middle East too! Just dial * roam# (*7626#) today or call BHL Roaming Menu (*7626#) : [For Prepaid] World Roaming Bundles (Data Roaming in 45+ Countries) 200MB @ Rs.956 for 1day 500MB @ Rs.2151 for 7days 1GB @ Rs.3585 for 7days 3GB @ Rs.7767.5 for 30days 5GB @ Rs.10157.5 for 90days Saudi Roaming Bundles (Data Roaming in KSA) 2048MB @ Rs.2390 for 30days(For Saudi Only) 6144MB @ Rs.5975 for 45days(For Saudi Only) 6GB & 30 Minutes @ Rs 7768 for 45 Days (For Saudi Only) UAE Roaming Bundles (Data Roaming in UAE) 1GB @PKR 1194 for 7 Days 2GB @PKR 2150 for 15 days 5GB @PKR 5376 for 30 days IR Activation / Deactivation IR Information IR Tips Roaming Menu (*7626#) : [For Postpaid] World Bundle (Data Roaming in 90+ Countries) 200MB @ Rs.800+tax for 1day 500MB @ Rs.1800+tax for 7days 1GB @ Rs.3000+tax for 7days 3GB @ Rs.6500+tax for 30days 5GB @ Rs.8500+tax for 90days Saudi Bundles (Data Roaming in KSA) 2GB @ 2000+ Tax for 30 days 6GB @ 5000+ Tax for 45 days UAE Bundles (Data Roaming in UAE) 1GB @ 999+ Tax for 7 Days 2GB @ 1799+ Tax for 15 Days 5GB @ 4499+ Tax for 30 Days Allow IR Data on Base Rate",8767,-,-,0,nan,A,"Important Points: Roaming bundle activation via CSR-TB should always be done in following sequence: Activate IR-Voice Activate IR-Data Activate Bundle of customer choice Available in 45+ Countries (Refer to covered country list) Prepaid IR Data will be auto activated upon activation of IR Bundle via *7626# / *ROAM# Subscription via CRM & USSD (*ROAM# , *7626#) Multiple Subscriptions are allowed Sufficient balance (Balance Inclusive Tax) is a prerequisite Support Channels: 111,777,03002000100 -Dedicated IR Helpline, email @customercare@jazz.com.pk & Experience Centers Old Roaming Bundles (Saudi, Scoop, Huge bundle) no longer exist Roaming bundles can be activated from abroad however it is always recommended to activate them before leaving Pakistan. Just dial *7626# or call 03002000100 Whatsapp is allowed in all covered area including middle east Pay-GO is not allowed No Inflight Utilization roaming@jazz.com.pk for any query Website link for bundles is : https://jazz.com.pk/new-data-roaming-bundles Roaming bundles can be used for any service/application",see details,nan,World Roaming Bundles - Data - Activation World Roaming Bundles - Data - Information World Roaming Bundles - Data - Complaints - Incentive Issue World Roaming Bundles - Data - Complaints - Wrong/Over Charging World Roaming Bundles - Data - Complaints - General,menu revamp,B2C,"CC - GSM JAZZ,CC - RTG,CC - CFL,CC - QA,DFS - Helpline,CE Team,CE VMT,RBH,CP,RD,ASM BSM,FRA - ALL,Business centers,EC - Managers,MKT - Segments,MKT-VAS,DIG - ALL,BO - Outsource,BO - In House,CE-Development,Jazz Q&T,CC: Credit & Collection,Social Media,Comm Unit,FSE groups,MMBL QA,Regional Finance Business Partner,MMBL CC,BIZ",Active
1653,97,CallCenter,Jazz,Postpaid,10,1GB,Rs.254.68 [Excl Tax],Monthly Browser,1GB,Bill Cycle,24 hrs,Yes,Yes,-,CRM / Simosa / *446# / *443# / *441# / WhatsApp,CRM / Simosa / *446# / *443# / *441#,-,-,"Customer can avail this from our self-service channels i.e.,WhatsApp 03003008000 This Bolt-On is not  available on Jazz Red Packages",nan,Monthly Browser recursive offer. 1 GB Data in just Rs200 - All Taxes Included,*441*37,0,nan,A,nan,*441*37,nan,nan,USSD addition,B2C,"CC - GSM JAZZ,CC - CFL,CC - QA,CE Team,CE VMT,FRA - ALL,Business centers,MKT - Segments,BO - Outsource,BO - In House,Jazz Q&T,CC: Credit & Collection,Social Media,Comm Unit,CX–PTA CORRESPONDENCE TEAM,FSE groups",Active
1657,98,CallCenter,Jazz,Postpaid,10,5GB,Rs.472.99 [Excl Tax],Monthly Premium Discounted Offer - *441*35#,5GB,Bill Cycle,24 hrs,Yes,Yes,-,*441*35#,-,-,-,"Monthly Premium Discounted recursive offer. USSD: *441*35# Customer can avail this bundle from our self-service channels i.e.,WhatsApp 03003008000, *446# Dial Code.",nan,Monthly Premium Discounted recursive offer,*441*35#,0,nan,A,nan,*441*35#,nan,nan,Revision in price,B2C,"CC - GSM JAZZ,CC - CFL,CC - QA,CE Team,CE VMT,FRA - ALL,Business centers,MKT - Segments,BO - Outsource,BO - In House,Jazz Q&T,CC: Credit & Collection,Social Media,Comm Unit,CX–PTA CORRESPONDENCE TEAM,FSE groups",Active
1661,218,CallCenter,Jazz,Postpaid,10,2GB,Rs.436.6 [Excl Tax],2GB Add-On / 2000 MB Add-On,2GB,30 Days,24 hrs,No,-,-,CRM / WhatsApp / Simosa / *443# / *441#,CRM / Simosa / *446# / *443# / *441#,*2222#,-,"USSD: *441*52 Customer can avail this from our self-service channels i.e.,WhatsApp 03003008000",5430,2000 MB Add-On offer. 2 GB Data,*441*52#,0,nan,A,nan,-,nan,2000 MB Add On - Data - Monthly - Complaints - Wrong/Over Charging 2000 MB Add On - Data - Monthly - Complaints - General 2000 MB Add On - Data - Monthly - Activation 2000 MB Add On - Data - Monthly - Information 2000 MB Add On - Data - Monthly - Complaints - Incentive Issue,USSD addition,B2C,"CC - GSM JAZZ,CC - CFL,CC - QA,CE Team,CE VMT,FRA - ALL,Business centers,MKT - Segments,BO - Outsource,BO - In House,Jazz Q&T,CC: Credit & Collection,Social Media,Comm Unit,CX–PTA CORRESPONDENCE TEAM,FSE groups",Active
1665,100,CallCenter,Jazz,Prepaid,10,5GB,Rs.66 Incl Tax,CVM Weekly Social - *720#,5GB,x+6 days,24hrs,No,No,-,*720# (Selected Customers Only),*720*4#,*720*2#,*720*3#,"Discounted Weekly Social! *720# mila ke payen 5 GBs (WhatsApp, Facebook, IMO, YouTube) 7 din k lye Rs.66 bama tax me For selected customers only",5218,"Discounted Weekly Social! *720# mila ke payen 5 GBs (WhatsApp, Facebook, IMO, YouTube) 7 din k lye Rs.66 bama tax me",*720#,0,nan,A,nan,2.25/MB,nan,CVM Weekly 4G Trial Bundle - Data - Weekly - Activation CVM Weekly 4G Trial Bundle - Data - Weekly - Information CVM Weekly 4G Trial Bundle - Data - Weekly - Complaints - Incentive Issue CVM Weekly 4G Trial Bundle - Data - Weekly - Complaints - Wrong/Over Charging CVM Weekly 4G Trial Bundle - Data - Weekly - Complaints - General,nan,B2C,"CC - GSM JAZZ,CC - CFL,CC - QA,CC - GSM WARID,CE Team,CE VMT,FRA - ALL,Business centers,MKT - Segments,BO - Outsource,BO - In House,Jazz Q&T,CC: Credit & Collection,Social Media,Comm Unit,CX–PTA CORRESPONDENCE TEAM,FSE groups",Active
1673,62,CallCenter,Jazz,Prepaid,10,100GB/Month,"PKR-/2086.95 bundle incl. tax , Rs2400 Recharge",MBB Super LBC Offer (Karachi),100GB,30 Days,-,No,-,-,*117*80#,*117*80*4#,*117*80*2#,-,"Offer is available for MBB sim (62 class) & Data sim ( 18 class )only No Overage & PYG applicable on Dongle or Data SIM. Offer can be subscribed from anywhere, however incentive is valid in mentioned areas only. Detailed site list for incentive validity is attached. Data allowance can be used on both 2G/3G/4G network subject to Broadband device and network coverage. Offer can be subscribed multiple times, incentive would be added and latest validity would be applicable User can also subscriber / Unsubscribe to MBB LBC offer through http://jazz.wifi/index.htm or http://192.168.1.1","443,839,614,331",Offer is currently available in Karachi only,*117*80#,0,nan,A,"2G LAC 3G LAC 4G TAC 10403 3119 31271 10430 3242 42062 10241 3123 32401 10276 3243 31171 403 3128 31201 10260 3118 31221 10262 3250 32441 10249 7 32511 10244 3124 32411 10400 3240 31151 10404 3116 32451 10428 3121 31161 10438 3239 32391 10245 3115 31231 10407 3246 32421 10406 3127 31211 10255 3122 31181 406 3244 31241 10446 3120 32461 7 3241 31191 10432 3251 32501 10405 3117 32431 10261 3245 33211 10411 3321 31281 10256 50411 10401 50236 10277 10299 10278 10234 10237 10238 10239 10275 10271 10248 10235 10268 10250 10269 <span style=""font-famil",nan,nan,nan,nan,nan,nan,nan
1684,109,CallCenter,Jazz,Prepaid,5,2.5 GBs PUBG (2560MBs) + 0.5 GBs Flat,Rs.60 incl tax,PUBG Offer,2.5 GBs PUBG (2560MBs) + 0.5 GBs Flat,X+6,24 HRS,no,na,na,*670#,*670*4#,*670*2#,active,"Offer for Playing Pubg Offer is available for subscription via whatsapp as well. Please guide customer accordingly. Terms & Conditions Overage of Rs. 2.25/MB applies. Internet offers can be subscribed and consumed in 2G/3G/4G networks areas. Bundle will not auto-subscribe and needs to be subscribed again upon expiry. Actual internet speed will depend on multiple factors like SIM, device, web pages accessed, time of day, number of simultaneous users, distance from 2G/3G/4G site etc. If you are not subscribed to any bundle, base rate will be charged @Rs. 5/ MB",5299,Pubg Offer,*670#,0,nan,A,nan,Rs.5/MB,nan,Description Category Area PubG Offer - Data - Weekly - Activation Prepaid Offers/Bundles Activation PubG Offer - Data - Weekly - Information Prepaid Offers/Bundles Information PubG Offer - Data - Weekly - Complaints - Incentive Issue Prepaid Offers/Bundles Complaints - Incentive Issue PubG Offer - Data - Weekly - Complaints - General Prepaid Offers/Bundles Complaints - General,Revision in incentives,B2C,"CC - GSM JAZZ,CC - RTG,CC - CFL,CC - QA,DFS - Helpline,CE Team,CE VMT,RBH,RD,ASM BSM,Business centers,EC - Managers,MKT - Segments,DIG - ALL,BO - Outsource,BO - In House,CE-Development,Jazz Q&T,CC: Credit & Collection,Social Media,Comm Unit,CX–PTA CORRESPONDENCE TEAM,FSE groups,MMBL QA,Regional Finance Business Partner,MMBL CC,JAZZ WORLD TEAM,Sales,B2B,Sales (Regional commercial),Sales Operation Executive,BIZ",Active
1688,111,CallCenter,Jazz,Prepaid,9,20GB,Rs. 321.73,MBB Reactivation Weekly Offer,20GB,7 Days,24 hours,-,-,-,*6363*8#,*6363#,*6363*4#,Active,MBB Reactivation Weekly Offer (Earlier Known As MBB Ramadan Bundle),4850,MBB Reactivation Weekly Offer,-,0,nan,A,nan,Rs. 5/MB,nan,Description Category Area MBB Reactivation Weekly Offer  - Data - Weekly - Activation Dongle Wingle Offers/Bundles Activation MBB Reactivation Weekly Offer  - Data - Weekly - Information Dongle Wingle Offers/Bundles Information MBB Reactivation Weekly Offer  - Data - Weekly - Complaints - Incentive Issue Dongle Wingle Offers/Bundles Complaints - Incentive Issue MBB Reactivation Weekly Offer  - Data - Weekly - Complaints - Wrong/Over Charging Dongle Wingle Offers/Bundles Complaints - Wrong/Over Charging MBB Reactivation Weekly Offer  - Data - Weekly - Complaints - General Dongle Wingle Offers/Bundles Complaints - General,WCs are updated,B2C,"CC - GSM JAZZ,CC - RTG,CC - CFL,CC - QA,DFS - Helpline,CE Team,CE VMT,RBH,CP,RD,ASM BSM,FRA - ALL,EC - RCCH,Business centers,EC - Managers,MKT - Segments,MKT-VAS,DIG - ALL,BO - Outsource,BO - In House,CE-Development,Jazz Q&T,CC: Credit & Collection,Social Media,Comm Unit,7667 Helpline,CX–PTA CORRESPONDENCE TEAM,FSE groups,MMBL QA,Regional Finance Business Partner,MMBL CC,JAZZ WORLD TEAM,Sales,B2B,Sales (Regional commercial),Sales Operation Executive,BIZ,Helpdesk_CallCenter,Helpdesk_BackEndTeam,Helpdesk_ExperienceCenter,Helpdesk_Franchise,DFS Customer Experience Team",Active
1692,113,CallCenter,Jazz,Prepaid,9,180 GB,Rs. 2608.69 (Inclusive of Tax),Monthly Internet - Heavy,180 GB,30 Days,24 hours,-,-,-,*117*74#,*117*74*4#,*117*74*2#,Active,Monthly Internet - Heavy - 180 GB Recharge Amount: Rs. 3000,3400,Monthly Internet - Heavy,-,0,nan,A,nan,Rs. 5/MB,nan,Description Category Area Monthly Heavy 75GB (x2) - Data - Monthly - Activation Dongle Wingle Offers/Bundles Activation Monthly Heavy 75GB (x2) - Data - Monthly - Information Dongle Wingle Offers/Bundles Information Monthly Heavy 75GB (x2) - Data - Monthly - Complaints - Incentive Issue Dongle Wingle Offers/Bundles Complaints - Incentive Issue Monthly Heavy 75GB (x2) - Data - Monthly - Complaints - Wrong/Over Charging Dongle Wingle Offers/Bundles Complaints - Wrong/Over Charging Monthly Heavy 75GB (x2) - Data - Monthly - Complaints - General Dongle Wingle Offers/Bundles Complaints - General,WCs are updated,B2C,"CC - GSM JAZZ,CC - RTG,CC - CFL,CC - QA,DFS - Helpline,CE Team,CE VMT,RBH,CP,RD,ASM BSM,FRA - ALL,EC - RCCH,Business centers,EC - Managers,MKT - Segments,MKT-VAS,DIG - ALL,BO - Outsource,BO - In House,Jazz Q&T,CC: Credit & Collection,Social Media,Comm Unit,7667 Helpline,CX–PTA CORRESPONDENCE TEAM,FSE groups,MMBL QA,Regional Finance Business Partner,MMBL CC,JAZZ WORLD TEAM,Sales,B2B,Sales (Regional commercial),Sales Operation Executive,BIZ,Helpdesk_CallCenter,Helpdesk_BackEndTeam,Helpdesk_ExperienceCenter,Helpdesk_Franchise,DFS Customer Experience Team",Active
1696,114,CallCenter,Jazz,Prepaid,9,110 GB,Rs.2260.86 (Inclusive of Tax),MBB Monthly Mega Bundle,110 GB,30 Days,24 hours,-,-,-,*117*36#,*117*36*4#,*117*36*2#,Active,nan,4648,MBB Monthly Mega Bundle,-,0,nan,A,nan,Rs. 5/MB,nan,Description Category Area Monthly Mega 50GB (x2) - Data - Monthly - Activation Dongle Wingle Offers/Bundles Activation Monthly Mega 50GB (x2) - Data - Monthly - Information Dongle Wingle Offers/Bundles Information Monthly Mega 50GB (x2) - Data - Monthly - Complaints - Incentive Issue Dongle Wingle Offers/Bundles Complaints - Incentive Issue Monthly Mega 50GB (x2) - Data - Monthly - Complaints - Wrong/Over Charging Dongle Wingle Offers/Bundles Complaints - Wrong/Over Charging Monthly Mega 50GB (x2) - Data - Monthly - Complaints - General Dongle Wingle Offers/Bundles Complaints - General,Revision in price,B2C,"CC - GSM JAZZ,CC - RTG,CC - CFL,CC - QA,DFS - Helpline,CE Team,CE VMT,RBH,CP,RD,ASM BSM,FRA - ALL,EC - RCCH,Business centers,EC - Managers,MKT - Segments,MKT-VAS,DIG - ALL,BO - Outsource,BO - In House,CE-Development,Jazz Q&T,CC: Credit & Collection,Social Media,Comm Unit,7667 Helpline,CX–PTA CORRESPONDENCE TEAM,FSE groups,MMBL QA,Regional Finance Business Partner,MMBL CC,JAZZ WORLD TEAM,Sales,B2B,Sales (Regional commercial),Sales Operation Executive,BIZ,Helpdesk_CallCenter,Helpdesk_BackEndTeam,Helpdesk_ExperienceCenter,Helpdesk_Franchise,DFS Customer Experience Team,CC - GSM JAZZ,CC - GSM JAZZ,CC - GSM JAZZ",Active
